"SPECIES_GROUP","YEAR","DISTRICT","AREA","SPECIES","AMOUNT","VALUE","COUNT","PRICE","SIZE"
"Salmon","1999"," FRASER RIVER ","29D","SOCKEYE",25409,185416,9316,7.29725687748436,2.72745813653929
"Salmon","1999"," NORTH COAST ","1","SOCKEYE",11,79,5,7.18181818181818,2.2
"Salmon","1999"," NORTH COAST ","2E","SOCKEYE",49,357,13,7.28571428571429,3.76923076923077
"Salmon","1999"," NORTH COAST ","2W","SOCKEYE",811451,2626505,135622,3.23680049688767,5.98318119479141
"Salmon","1999"," NORTH COAST ","3","SOCKEYE",1069686,7762061,416232,7.25639206271747,2.56992734820965
"Salmon","1999"," NORTH COAST ","4","SOCKEYE",26735,193561,10386,7.23998503833926,2.57413826304641
"Salmon","1999"," NORTH COAST ","5","SOCKEYE",23555,14021,15651,0.595245170876672,1.50501565395182
"Salmon","1999"," NORTH COAST ","6","SOCKEYE",20432,148363,7684,7.26130579483164,2.65903175429464
"Salmon","1999"," NORTH COAST ","7","SOCKEYE",14269,102624,5247,7.1920947508585,2.71945873832666
"Salmon","1999"," NORTH COAST ","8","SOCKEYE",13824,99899,6008,7.22649016203704,2.30093209054594
"Salmon","1999"," SOUTH COAST ","11","SOCKEYE",3227,23551,1286,7.29810969941122,2.50933125972006
"Salmon","1999"," SOUTH COAST ","12","SOCKEYE",160655,1176588,59451,7.32369362920544,2.70230946493751
"Salmon","1999"," SOUTH COAST ","13","SOCKEYE",72462,523490,27737,7.22433827385388,2.6124671017053
"Salmon","1999"," SOUTH COAST ","20","SOCKEYE",118768,860288,43507,7.24343257443082,2.72985956282897
"Salmon","1999"," SOUTH COAST ","23","SOCKEYE",132406,946192,60919,7.14614141353111,2.17347625535547
"Salmon","1999"," SOUTH COAST ","25","SOCKEYE",6,46,2,7.66666666666667,3
"Salmon","1999"," SOUTH COAST ","27","SOCKEYE",3344,25287,1346,7.5619019138756,2.48439821693908
"Salmon","1999"," UNSP DISTRICT ","441(TAKU)","SOCKEYE",49707,348639,20697,7.01388134467982,2.40165241339325
"Salmon","1999"," UNSP DISTRICT ","442(STIKINE)","SOCKEYE",92370,674048,32178,7.29726101548122,2.87059481633414
"Salmon","1999"," NORTH COAST ","3","STEELHEAD",3,5,1,1.66666666666667,3
"Salmon","1999"," NORTH COAST ","4","STEELHEAD",388,1086,100,2.79896907216495,3.88
"Salmon","1999"," NORTH COAST ","8","STEELHEAD",17,48,3,2.82352941176471,5.66666666666667
"Salmon","1999"," SOUTH COAST ","11","STEELHEAD",4,6,1,1.5,4
"Salmon","1999"," SOUTH COAST ","12","STEELHEAD",19,32,3,1.68421052631579,6.33333333333333
"Salmon","1999"," SOUTH COAST ","18","STEELHEAD",1231,4907,334,3.98619008935825,3.68562874251497
"Salmon","1999"," SOUTH COAST ","20","STEELHEAD",86,142,29,1.65116279069767,2.96551724137931
"Salmon","1999"," SOUTH COAST ","21","STEELHEAD",466250,397391,96883,0.852313136729222,4.81250580597215
"Salmon","1999"," SOUTH COAST ","23","STEELHEAD",180,462,70,2.56666666666667,2.57142857142857
"Salmon","1999"," SOUTH COAST ","26","STEELHEAD",32471,170471,6927,5.2499461057559,4.68759924931428
"Salmon","1999"," UNSP DISTRICT ","441(TAKU)","STEELHEAD",245,642,69,2.62040816326531,3.55072463768116
"Salmon","1999"," UNSP DISTRICT ","442(STIKINE)","STEELHEAD",43,77,14,1.7906976744186,3.07142857142857
"Salmon","2000"," FRASER RIVER ","29AB","CHINOOK",24903,100246,3197,4.02545878006666,7.78949014701282
"Salmon","2000"," FRASER RIVER ","29D","CHINOOK",22191,76890,2563,3.46491821008517,8.65821303160359
"Salmon","2000"," FRASER RIVER ","29E","CHINOOK",247,808,26,3.27125506072874,9.5
"Salmon","2000"," NORTH COAST ","1","CHINOOK",820,6385,90,7.78658536585366,9.11111111111111
"Salmon","2000"," NORTH COAST ","2E","CHINOOK",31,134,4,4.32258064516129,7.75
"Salmon","2000"," NORTH COAST ","2W","CHINOOK",87645,649206,9473,7.40722231730276,9.25208487279637
"Salmon","2000"," NORTH COAST ","3","CHINOOK",21735,97076,3071,4.46634460547504,7.07749918593292
"Salmon","2000"," NORTH COAST ","4","CHINOOK",157623,744425,19767,4.72281963926584,7.97404765518288
"Salmon","2000"," NORTH COAST ","5","CHINOOK",578,2533,77,4.38235294117647,7.50649350649351
"Salmon","2000"," NORTH COAST ","6","CHINOOK",40,184,5,4.6,8
"Salmon","2000"," NORTH COAST ","7","CHINOOK",1436,13658,291,9.51114206128134,4.93470790378007
"Salmon","2000"," NORTH COAST ","8","CHINOOK",33271,151240,3207,4.54570045985994,10.3744932959152
"Salmon","2000"," SOUTH COAST ","11","CHINOOK",8,32,1,4,8
"Salmon","2000"," SOUTH COAST ","12","CHINOOK",1818,9030,313,4.96699669966997,5.80830670926518
"Salmon","2000"," SOUTH COAST ","13","CHINOOK",2021,10499,373,5.19495299356754,5.41823056300268
"Salmon","2000"," SOUTH COAST ","18","CHINOOK",40,205,7,5.125,5.71428571428571
"Salmon","2000"," SOUTH COAST ","20","CHINOOK",235,613,81,2.60851063829787,2.90123456790123
"Salmon","2000"," SOUTH COAST ","23","CHINOOK",29123,168691,6601,5.79236342409779,4.41190728677473
"Salmon","2000"," SOUTH COAST ","24","CHINOOK",8841,53331,1706,6.03223617237869,5.18229777256741
"Salmon","2000"," SOUTH COAST ","25","CHINOOK",36272,231549,6833,6.38368438464932,5.30835650519538
"Salmon","2000"," SOUTH COAST ","26","CHINOOK",53828,338211,10318,6.2831797577469,5.21690250048459
"Salmon","2000"," SOUTH COAST ","27","CHINOOK",1320,6937,289,5.25530303030303,4.56747404844291
"Salmon","2000"," UNSP DISTRICT ","441(TAKU)","CHINOOK",22877,116226,3061,5.08047383835293,7.47370140476968
"Salmon","2000"," UNSP DISTRICT ","442(STIKINE)","CHINOOK",14191,58436,2068,4.1178211542527,6.86218568665377
"Salmon","2000"," FRASER RIVER ","29AB","CHUM",52100,65018,9182,1.2479462571977,5.67414506643433
"Salmon","2000"," FRASER RIVER ","29D","CHUM",27638,34121,4692,1.23456834792677,5.89045183290708
"Salmon","2000"," FRASER RIVER ","29E","CHUM",14958,18467,2383,1.23459018585372,6.27696181284096
"Salmon","2000"," NORTH COAST ","1","CHUM",13675,21491,2308,1.57155393053016,5.92504332755633
"Salmon","2000"," NORTH COAST ","2E","CHUM",346870,430584,78905,1.24134113644881,4.3960458779545
"Salmon","2000"," NORTH COAST ","2W","CHUM",156765,183413,32401,1.16998692310146,4.83827659640135
"Salmon","2000"," NORTH COAST ","3","CHUM",395452,471922,72291,1.19337365849711,5.47027984119738
"Salmon","2000"," NORTH COAST ","4","CHUM",148814,181427,29624,1.21915276788474,5.02342695112071
"Salmon","2000"," NORTH COAST ","5","CHUM",30187,36261,5812,1.20121244244211,5.19390915347557
"Salmon","2000"," NORTH COAST ","6","CHUM",80508,95134,15514,1.18167138669449,5.1893773365992
"Salmon","2000"," NORTH COAST ","7","CHUM",156693,189167,34541,1.20724601609517,4.53643496135028
"Salmon","2000"," NORTH COAST ","8","CHUM",297161,366319,47054,1.23272905933147,6.31531857015344
"Salmon","2000"," SOUTH COAST ","11","CHUM",334,428,59,1.2814371257485,5.66101694915254
"Salmon","2000"," SOUTH COAST ","12","CHUM",586724,689986,118158,1.17599757296446,4.96558844936441
"Salmon","2000"," SOUTH COAST ","13","CHUM",367287,435863,67593,1.18670957589024,5.43380231680795
"Salmon","2000"," SOUTH COAST ","14","CHUM",929,1147,165,1.23466092572659,5.63030303030303
"Salmon","2000"," SOUTH COAST ","20","CHUM",132,164,38,1.24242424242424,3.47368421052632
"Salmon","2000"," SOUTH COAST ","21","CHUM",37338,46126,7094,1.23536343671327,5.26332111643643
"Salmon","2000"," SOUTH COAST ","23","CHUM",91,146,18,1.6043956043956,5.05555555555556
"Salmon","2000"," SOUTH COAST ","24","CHUM",39,64,8,1.64102564102564,4.875
"Salmon","2000"," SOUTH COAST ","25","CHUM",133268,163613,26970,1.22769907254555,4.94134223210975
"Salmon","2000"," SOUTH COAST ","26","CHUM",356,660,64,1.85393258426966,5.5625
"Salmon","2000"," SOUTH COAST ","27","CHUM",262,490,52,1.87022900763359,5.03846153846154
"Salmon","2000"," UNSP DISTRICT ","442(STIKINE)","CHUM",637,786,141,1.23390894819466,4.5177304964539
"Salmon","2000"," NORTH COAST ","2E","COHO",7313,16918,1781,2.31341446738685,4.10612015721505
"Salmon","2000"," NORTH COAST ","4","COHO",9,21,2,2.33333333333333,4.5
"Salmon","2000"," NORTH COAST ","7","COHO",6197,12986,1632,2.09553009520736,3.79718137254902
"Salmon","2000"," SOUTH COAST ","11","COHO",31,79,9,2.54838709677419,3.44444444444444
"Salmon","2000"," SOUTH COAST ","12","COHO",220,450,81,2.04545454545455,2.71604938271605
"Salmon","2000"," SOUTH COAST ","13","COHO",11,25,3,2.27272727272727,3.66666666666667
"Salmon","2000"," SOUTH COAST ","18","COHO",433,701,296,1.6189376443418,1.46283783783784
"Salmon","2000"," UNSP DISTRICT ","441(TAKU)","COHO",18993,49680,5156,2.61570052124467,3.68366951124903
"Salmon","2000"," UNSP DISTRICT ","442(STIKINE)","COHO",976,2260,296,2.3155737704918,3.2972972972973
"Salmon","2000"," FRASER RIVER ","29AB","PINK",657,1106,425,1.68340943683409,1.54588235294118
"Salmon","2000"," FRASER RIVER ","29D","PINK",84364,375630,31087,4.452491584088,2.71380319747805
"Salmon","2000"," FRASER RIVER ","29E","PINK",3454,15915,1257,4.60770121598147,2.7478122513922
"Salmon","2000"," NORTH COAST ","1","PINK",103505,142726,66895,1.37892855417613,1.54727558113461
"Salmon","2000"," NORTH COAST ","2E","PINK",28756,15479,14275,0.538287661705383,2.01443082311734
"Salmon","2000"," NORTH COAST ","2W","PINK",821657,543479,504267,0.661442670116606,1.62940862677907
"Salmon","2000"," NORTH COAST ","3","PINK",905715,545382,508071,0.602156307447707,1.78265439279156
"Salmon","2000"," NORTH COAST ","4","PINK",595413,377685,356269,0.634324410115332,1.67124560374324
"Salmon","2000"," NORTH COAST ","5","PINK",58362,36225,34148,0.620694972756246,1.70908984420757
"Salmon","2000"," NORTH COAST ","6","PINK",2548689,1673242,1550714,0.65651085715048,1.64355838665286
"Salmon","2000"," NORTH COAST ","7","PINK",4288,2584,2425,0.602611940298508,1.76824742268041
"Salmon","2000"," NORTH COAST ","8","PINK",135463,77396,67013,0.57134420469058,2.02144360049543
"Salmon","2000"," SOUTH COAST ","11","PINK",5155,5418,3200,1.05101842870999,1.6109375
"Salmon","2000"," SOUTH COAST ","12","PINK",1799457,1241414,1176945,0.689882559016414,1.52892191223889
"Salmon","2000"," SOUTH COAST ","13","PINK",212000,168043,145043,0.792655660377358,1.46163551498521
"Salmon","2000"," SOUTH COAST ","14","PINK",573,514,349,0.897033158813264,1.64183381088825
"Salmon","2000"," SOUTH COAST ","18","PINK",821,6414,287,7.81242387332521,2.86062717770035
"Salmon","2000"," SOUTH COAST ","20","PINK",29,15,22,0.517241379310345,1.31818181818182
"Salmon","2000"," SOUTH COAST ","21","PINK",37338,46126,7094,1.23536343671327,5.26332111643643
"Salmon","2000"," SOUTH COAST ","23","PINK",55,73,30,1.32727272727273,1.83333333333333
"Salmon","2000"," SOUTH COAST ","24","PINK",112,428,71,3.82142857142857,1.57746478873239
"Salmon","2000"," SOUTH COAST ","25","PINK",871,4331,322,4.97244546498278,2.70496894409938
"Salmon","2000"," SOUTH COAST ","26","PINK",1,1,1,1,1
"Salmon","2000"," SOUTH COAST ","27","PINK",1583,7427,341,4.69172457359444,4.64222873900293
"Salmon","2000"," UNSP DISTRICT ","442(STIKINE)","PINK",283,150,174,0.530035335689046,1.6264367816092
"Salmon","2000"," FRASER RIVER ","29AB","SOCKEYE",1005372,4622665,366373,4.5979647334519,2.74412142816201
"Salmon","2000"," NORTH COAST ","1","SOCKEYE",4360,26032,1563,5.97064220183486,2.78950735764555
"Salmon","2000"," NORTH COAST ","2E","SOCKEYE",1004,4631,362,4.61254980079681,2.77348066298343
"Salmon","2000"," NORTH COAST ","2W","SOCKEYE",29,130,11,4.48275862068965,2.63636363636364
"Salmon","2000"," NORTH COAST ","3","SOCKEYE",1002176,4627158,371359,4.61711116610256,2.69867163580255
"Salmon","2000"," NORTH COAST ","4","SOCKEYE",4894088,22517079,2025822,4.60087333942504,2.41585292291228
"Salmon","2000"," NORTH COAST ","5","SOCKEYE",80805,371073,31227,4.59220345275664,2.58766452108752
"Salmon","2000"," NORTH COAST ","6","SOCKEYE",43461,200290,17252,4.60849957433101,2.51918618131231
"Salmon","2000"," NORTH COAST ","7","SOCKEYE",44,200,18,4.54545454545455,2.44444444444444
"Salmon","2000"," NORTH COAST ","8","SOCKEYE",6505,30212,2555,4.64442736356649,2.54598825831703
"Salmon","2000"," SOUTH COAST ","11","SOCKEYE",5491,31339,1938,5.70733928246221,2.83333333333333
"Salmon","2000"," SOUTH COAST ","12","SOCKEYE",754379,3647913,266310,4.83565025007324,2.8327099996245
"Salmon","2000"," SOUTH COAST ","13","SOCKEYE",615435,2977313,214899,4.8377375352393,2.86383370792791
"Salmon","2000"," SOUTH COAST ","14","SOCKEYE",774,4020,279,5.1937984496124,2.7741935483871
"Salmon","2000"," SOUTH COAST ","20","SOCKEYE",172945,792672,64709,4.58337621787273,2.67265759013429
"Salmon","2000"," SOUTH COAST ","23","SOCKEYE",57477,289958,23777,5.04476573237991,2.41733608108676
"Salmon","2000"," SOUTH COAST ","24","SOCKEYE",524,3390,199,6.46946564885496,2.63316582914573
"Salmon","2000"," UNSP DISTRICT ","441(TAKU)","SOCKEYE",78684,408674,28331,5.19386406385034,2.77731107267657
"Salmon","2000"," UNSP DISTRICT ","442(STIKINE)","SOCKEYE",58072,267574,19298,4.60762501722,3.00922375375687
"Salmon","2000"," FRASER RIVER ","29AB","STEELHEAD",3,5,1,1.66666666666667,3
"Salmon","2000"," FRASER RIVER ","29D","STEELHEAD",134194,486641,38342,3.6263990938492,3.4999217568202
"Salmon","2000"," FRASER RIVER ","29E","STEELHEAD",18659,35190,3666,1.8859531593333,5.08974358974359
"Salmon","2000"," NORTH COAST ","4","STEELHEAD",7,11,3,1.57142857142857,2.33333333333333
"Salmon","2000"," NORTH COAST ","6","STEELHEAD",10,27,4,2.7,2.5
"Salmon","2000"," SOUTH COAST ","11","STEELHEAD",7,11,2,1.57142857142857,3.5
"Salmon","2000"," SOUTH COAST ","12","STEELHEAD",13,21,2,1.61538461538462,6.5
"Salmon","2000"," SOUTH COAST ","13","STEELHEAD",4,6,1,1.5,4
"Salmon","2000"," SOUTH COAST ","18","STEELHEAD",1293,7319,590,5.66047950502707,2.19152542372881
"Salmon","2000"," SOUTH COAST ","20","STEELHEAD",87,143,36,1.64367816091954,2.41666666666667
"Salmon","2000"," SOUTH COAST ","25","STEELHEAD",170411,399493,34125,2.34429115491371,4.99372893772894
"Salmon","2000"," SOUTH COAST ","26","STEELHEAD",54185,338872,10383,6.25398172926087,5.218626601175
"Salmon","2000"," UNSP DISTRICT ","441(TAKU)","STEELHEAD",812,2265,212,2.78940886699507,3.83018867924528
"Salmon","2000"," UNSP DISTRICT ","442(STIKINE)","STEELHEAD",415,699,86,1.68433734939759,4.82558139534884
"Salmon","2001"," FRASER RIVER ","29AB","CHINOOK",1683,6360,208,3.77896613190731,8.09134615384615
"Salmon","2001"," FRASER RIVER ","29D","CHINOOK",35575,133812,4172,3.76140548137737,8.52708533077661
"Salmon","2001"," NORTH COAST ","1","CHINOOK",9695,58120,1246,5.99484270242393,7.78089887640449
"Salmon","2001"," NORTH COAST ","2E","CHINOOK",3911,24224,368,6.19381232421376,10.6277173913043
"Salmon","2001"," NORTH COAST ","2W","CHINOOK",99757,592460,10046,5.93903184738916,9.93002189926339
"Salmon","2001"," NORTH COAST ","3","CHINOOK",30876,132859,3300,4.30298613810079,9.35636363636364
"Salmon","2001"," NORTH COAST ","4","CHINOOK",228961,1005253,23866,4.39049881857609,9.59360596664711
"Salmon","2001"," NORTH COAST ","5","CHINOOK",303,1216,33,4.01320132013201,9.18181818181818
"Salmon","2001"," NORTH COAST ","6","CHINOOK",2816,11801,400,4.19069602272727,7.04
"Salmon","2001"," NORTH COAST ","7","CHINOOK",6468,21416,1445,3.31106988249845,4.47612456747405
"Salmon","2001"," NORTH COAST ","8","CHINOOK",49324,214037,4622,4.33940880707161,10.6715707485937
"Salmon","2001"," SOUTH COAST ","11","CHINOOK",68,295,9,4.33823529411765,7.55555555555556
"Salmon","2001"," SOUTH COAST ","12","CHINOOK",2281,9351,346,4.09951775537045,6.59248554913295
"Salmon","2001"," SOUTH COAST ","13","CHINOOK",1323,5250,202,3.96825396825397,6.54950495049505
"Salmon","2001"," SOUTH COAST ","21","CHINOOK",2576,8519,420,3.3070652173913,6.13333333333333
"Salmon","2001"," SOUTH COAST ","23","CHINOOK",137925,616717,36184,4.47139387348196,3.81176763210259
"Salmon","2001"," SOUTH COAST ","24","CHINOOK",16035,69783,3698,4.35191768007484,4.3361276365603
"Salmon","2001"," SOUTH COAST ","25","CHINOOK",11283,70416,2188,6.24089337942037,5.15676416819013
"Salmon","2001"," SOUTH COAST ","26","CHINOOK",14962,79818,2923,5.33471461034621,5.11871365035922
"Salmon","2001"," UNSP DISTRICT ","441(TAKU)","CHINOOK",10676,47870,1469,4.48388909704009,7.26752893124575
"Salmon","2001"," FRASER RIVER ","29AB","CHUM",136551,135198,28576,0.990091614122196,4.77852043673012
"Salmon","2001"," FRASER RIVER ","29D","CHUM",95653,94895,18448,0.99207552298412,5.18500650477016
"Salmon","2001"," NORTH COAST ","1","CHUM",5277,6991,1158,1.32480576084897,4.55699481865285
"Salmon","2001"," NORTH COAST ","2E","CHUM",173699,166576,37998,0.9589922797483,4.57126690878467
"Salmon","2001"," NORTH COAST ","2W","CHUM",217,262,53,1.2073732718894,4.09433962264151
"Salmon","2001"," NORTH COAST ","3","CHUM",207446,199672,35578,0.962525187277653,5.83073809657654
"Salmon","2001"," NORTH COAST ","4","CHUM",134506,131453,22370,0.977302127786121,6.01278497988377
"Salmon","2001"," NORTH COAST ","5","CHUM",33388,32600,5472,0.97639870612196,6.1016081871345
"Salmon","2001"," NORTH COAST ","6","CHUM",361877,352673,56431,0.974565943676995,6.4127341354929
"Salmon","2001"," NORTH COAST ","7","CHUM",695352,673365,149759,0.968380043488765,4.64313997823169
"Salmon","2001"," NORTH COAST ","8","CHUM",1700721,1673912,304388,0.984236685499856,5.58734575607448
"Salmon","2001"," SOUTH COAST ","11","CHUM",1939,1923,360,0.991748323878288,5.38611111111111
"Salmon","2001"," SOUTH COAST ","12","CHUM",583918,556728,112820,0.953435242619683,5.17566034391065
"Salmon","2001"," SOUTH COAST ","13","CHUM",387552,380888,75653,0.98280488811824,5.12275785494296
"Salmon","2001"," SOUTH COAST ","14","CHUM",224482,221954,50368,0.988738518010353,4.4568376747141
"Salmon","2001"," SOUTH COAST ","16","CHUM",26840,26627,6107,0.992064083457526,4.3949566071721
"Salmon","2001"," SOUTH COAST ","17","CHUM",2881,2858,617,0.992016660881638,4.66936790923825
"Salmon","2001"," SOUTH COAST ","18","CHUM",67807,66599,14297,0.982184730190098,4.74274323284605
"Salmon","2001"," SOUTH COAST ","20","CHUM",117,111,26,0.948717948717949,4.5
"Salmon","2001"," SOUTH COAST ","21","CHUM",679108,658955,167150,0.970324307768426,4.06286568950045
"Salmon","2001"," SOUTH COAST ","23","CHUM",35,32,9,0.914285714285714,3.88888888888889
"Salmon","2001"," SOUTH COAST ","24","CHUM",73,75,19,1.02739726027397,3.84210526315789
"Salmon","2001"," SOUTH COAST ","25","CHUM",330255,323517,68173,0.979597583685334,4.84436653807226
"Salmon","2001"," SOUTH COAST ","26","CHUM",205,278,44,1.35609756097561,4.65909090909091
"Salmon","2001"," NORTH COAST ","2E","COHO",3916,9893,1186,2.52630234933606,3.30185497470489
"Salmon","2001"," NORTH COAST ","3","COHO",34246,84723,10449,2.47395316241313,3.2774428174945
"Salmon","2001"," NORTH COAST ","4","COHO",262,375,76,1.43129770992366,3.44736842105263
"Salmon","2001"," NORTH COAST ","6","COHO",82,117,30,1.42682926829268,2.73333333333333
"Salmon","2001"," NORTH COAST ","7","COHO",7338,10549,2175,1.43758517307168,3.37379310344828
"Salmon","2001"," NORTH COAST ","8","COHO",222,318,66,1.43243243243243,3.36363636363636
"Salmon","2001"," SOUTH COAST ","12","COHO",15,22,7,1.46666666666667,2.14285714285714
"Salmon","2001"," SOUTH COAST ","20","COHO",18,25,10,1.38888888888889,1.8
"Salmon","2001"," SOUTH COAST ","21","COHO",31,45,9,1.45161290322581,3.44444444444444
"Salmon","2001"," UNSP DISTRICT ","441(TAKU)","COHO",7142,13344,2237,1.86838420610473,3.19266875279392
"Salmon","2001"," FRASER RIVER ","29AB","PINK",4387,1653,2070,0.376795076361979,2.11932367149758
"Salmon","2001"," FRASER RIVER ","29D","PINK",7943,2828,2979,0.356036761928742,2.66633098355153
"Salmon","2001"," NORTH COAST ","1","PINK",233739,259254,132709,1.1091602171653,1.76128973920382
"Salmon","2001"," NORTH COAST ","2E","PINK",61,51,29,0.836065573770492,2.10344827586207
"Salmon","2001"," NORTH COAST ","2W","PINK",536,557,244,1.03917910447761,2.19672131147541
"Salmon","2001"," NORTH COAST ","3","PINK",2238418,838799,1240614,0.374728491282683,1.80428239565248
"Salmon","2001"," NORTH COAST ","4","PINK",2128529,791387,1166413,0.371799961381781,1.82485020314417
"Salmon","2001"," NORTH COAST ","5","PINK",415251,155416,236943,0.374270019819338,1.75253541991112
"Salmon","2001"," NORTH COAST ","6","PINK",2921955,1093497,1662847,0.374234716140392,1.75720015130676
"Salmon","2001"," NORTH COAST ","7","PINK",416628,155872,244698,0.374127519033766,1.7026211902018
"Salmon","2001"," NORTH COAST ","8","PINK",1439975,536258,804888,0.372407854303026,1.78903772947292
"Salmon","2001"," SOUTH COAST ","11","PINK",2281,2177,1256,0.954405962297238,1.81608280254777
"Salmon","2001"," SOUTH COAST ","12","PINK",770086,312617,424350,0.405950763940651,1.81474254742547
"Salmon","2001"," SOUTH COAST ","13","PINK",364821,158128,192507,0.433439960967159,1.89510511306082
"Salmon","2001"," SOUTH COAST ","14","PINK",224482,221954,50368,0.988738518010353,4.4568376747141
"Salmon","2001"," SOUTH COAST ","16","PINK",26840,26627,6107,0.992064083457526,4.3949566071721
"Salmon","2001"," SOUTH COAST ","17","PINK",2881,2858,617,0.992016660881638,4.66936790923825
"Salmon","2001"," SOUTH COAST ","18","PINK",67807,66599,14297,0.982184730190098,4.74274323284605
"Salmon","2001"," SOUTH COAST ","20","PINK",19438,7279,11100,0.37447268237473,1.75117117117117
"Salmon","2001"," SOUTH COAST ","23","PINK",5592,5704,2164,1.02002861230329,2.58410351201479
"Salmon","2001"," SOUTH COAST ","24","PINK",722,690,272,0.955678670360111,2.65441176470588
"Salmon","2001"," SOUTH COAST ","25","PINK",659,616,404,0.934749620637329,1.63118811881188
"Salmon","2001"," SOUTH COAST ","26","PINK",607,619,344,1.01976935749588,1.76453488372093
"Salmon","2001"," FRASER RIVER ","29AB","SOCKEYE",100171,414412,35527,4.13704565193519,2.81957384524446
"Salmon","2001"," FRASER RIVER ","29D","SOCKEYE",61312,202314,21000,3.29974556367432,2.91961904761905
"Salmon","2001"," NORTH COAST ","1","SOCKEYE",5997,31174,2019,5.19826579956645,2.9702823179792
"Salmon","2001"," NORTH COAST ","3","SOCKEYE",613830,1995454,213129,3.25082514702768,2.88008670805005
"Salmon","2001"," NORTH COAST ","4","SOCKEYE",5485767,17874045,1962005,3.25825814330065,2.79600051987635
"Salmon","2001"," NORTH COAST ","5","SOCKEYE",50723,163841,18312,3.2301125722059,2.76993228484054
"Salmon","2001"," NORTH COAST ","6","SOCKEYE",49434,159612,17776,3.2287899016871,2.78094059405941
"Salmon","2001"," NORTH COAST ","7","SOCKEYE",1287,4198,405,3.26184926184926,3.17777777777778
"Salmon","2001"," NORTH COAST ","8","SOCKEYE",6663,21677,2403,3.25333933663515,2.77278401997503
"Salmon","2001"," SOUTH COAST ","11","SOCKEYE",16684,56033,5795,3.35848717333973,2.87903364969802
"Salmon","2001"," SOUTH COAST ","12","SOCKEYE",264859,952726,93927,3.59710638490669,2.81983881099151
"Salmon","2001"," SOUTH COAST ","13","SOCKEYE",143896,518322,52223,3.60205982098182,2.7554142810639
"Salmon","2001"," SOUTH COAST ","20","SOCKEYE",106234,335273,37526,3.15598584257394,2.83094387891062
"Salmon","2001"," SOUTH COAST ","21","SOCKEYE",681715,667519,167579,0.979176048642028,4.06802164949069
"Salmon","2001"," SOUTH COAST ","23","SOCKEYE",153856,620429,69742,4.03253041805324,2.20607381491784
"Salmon","2001"," SOUTH COAST ","24","SOCKEYE",7180,42038,2469,5.85487465181058,2.90805994329688
"Salmon","2001"," SOUTH COAST ","25","SOCKEYE",366,1475,126,4.03005464480874,2.9047619047619
"Salmon","2001"," SOUTH COAST ","26","SOCKEYE",107,557,37,5.20560747663551,2.89189189189189
"Salmon","2001"," UNSP DISTRICT ","441(TAKU)","SOCKEYE",118874,488605,40408,4.11027642714134,2.94184319936646
"Salmon","2001"," FRASER RIVER ","29D","STEELHEAD",3,4,1,1.33333333333333,3
"Salmon","2001"," NORTH COAST ","2E","STEELHEAD",181587,200744,39581,1.10549764024958,4.58773148732978
"Salmon","2001"," NORTH COAST ","2W","STEELHEAD",100510,593279,10344,5.90268629987066,9.71674400618716
"Salmon","2001"," NORTH COAST ","4","STEELHEAD",17,27,4,1.58823529411765,4.25
"Salmon","2001"," UNSP DISTRICT ","441(TAKU)","STEELHEAD",25,47,8,1.88,3.125
"Salmon","2002"," FRASER RIVER ","29AB","CHINOOK",26767,63643,3422,2.37766652968207,7.82203389830508
"Salmon","2002"," FRASER RIVER ","29D","CHINOOK",34698,78254,3811,2.2552884892501,9.10469692993965
"Salmon","2002"," NORTH COAST ","1","CHINOOK",413418,1767501,49845,4.27533634239438,8.29407162202829
"Salmon","2002"," NORTH COAST ","2E","CHINOOK",8741,38189,1015,4.36895092094726,8.61182266009852
"Salmon","2002"," NORTH COAST ","2W","CHINOOK",404600,1753183,46267,4.33312654473554,8.74489376877688
"Salmon","2002"," NORTH COAST ","3","CHINOOK",44632,134974,5640,3.0241530740276,7.91347517730496
"Salmon","2002"," NORTH COAST ","4","CHINOOK",87485,289736,10212,3.31183631479682,8.5668820994908
"Salmon","2002"," NORTH COAST ","5","CHINOOK",316,862,58,2.72784810126582,5.44827586206897
"Salmon","2002"," NORTH COAST ","6","CHINOOK",4659,16981,582,3.6447735565572,8.00515463917526
"Salmon","2002"," NORTH COAST ","7","CHINOOK",2274,9878,261,4.3438874230431,8.71264367816092
"Salmon","2002"," NORTH COAST ","8","CHINOOK",49180,178509,4584,3.62970719804799,10.7286212914485
"Salmon","2002"," SOUTH COAST ","11","CHINOOK",236,787,32,3.33474576271186,7.375
"Salmon","2002"," SOUTH COAST ","12","CHINOOK",5574,17371,950,3.11643344097596,5.86736842105263
"Salmon","2002"," SOUTH COAST ","13","CHINOOK",865,2714,128,3.13757225433526,6.7578125
"Salmon","2002"," SOUTH COAST ","14","CHINOOK",6,16,1,2.66666666666667,6
"Salmon","2002"," SOUTH COAST ","18","CHINOOK",317,1141,49,3.5993690851735,6.46938775510204
"Salmon","2002"," SOUTH COAST ","20","CHINOOK",1020,2259,188,2.21470588235294,5.42553191489362
"Salmon","2002"," SOUTH COAST ","23","CHINOOK",270571,1116656,57450,4.12703504810198,4.70967798085292
"Salmon","2002"," SOUTH COAST ","24","CHINOOK",51868,224361,10957,4.32561502275006,4.73377749383955
"Salmon","2002"," SOUTH COAST ","25","CHINOOK",35386,163522,5505,4.62109308766179,6.42797456857402
